url;title;url_author;author;url_oeuvre;title_oeuvre;rating tags;warning tags;category tags;fandom tags;relationship tags;character tags;freeform tags;language;published;status;words;chapters;comments;kudos;bookmarks;hits
['/works/52219939'];['Dogs of War'];[['/users/pseudonyme/pseuds/pseudonyme']];[['pseudonyme']];/tags/%E5%91%AA%E8%A1%93%E5%BB%BB%E6%88%A6%20%7C%20Jujutsu%20Kaisen%20(Anime%20*a*%20Manga)/works;呪術廻戦 | Jujutsu Kaisen (Anime & Manga);['Explicit'];['Creator Chose Not To Use Archive Warnings'];['M/M'];['呪術廻戦 | Jujutsu Kaisen (Anime)', '呪術廻戦 | Jujutsu Kaisen (Manga)'];['Gojo Satoru/Itadori Yuuji'];['Itadori Yuuji', 'Kugisaki Nobara', 'Gojo Satoru', 'Getou Suguru', 'Itadori Wasuke', 'Panda (Jujutsu Kaisen)', 'Yoshino Junpei', 'Ieiri Shoko', 'Nanami Kento', 'Fushiguro Megumi', 'Zenin Mai', 'Inumaki Toge', 'Okkotsu Yuuta', 'Miwa Kasumi', 'Mei Mei (Jujutsu Kaisen)', 'Ui Ui (Jujutsu Kaisen)', 'Yaga Masamichi', 'Muta Kokichi | Mechamaru', 'Ijichi Kiyotaka', 'Zenin Naoya', 'Iori Utahime', 'Sukuna | Ryoumen Sukuna', 'Toudou Aoi (Jujutsu Kaisen)', 'Chousou (Jujutsu Kaisen)', 'Zenin Maki', 'Uraume (Jujutsu Kaisen)'];['Other Additional Tags to Be Added', 'Alternate Universe - Yakuza', 'Mafia AU', 'Omegaverse', 'Alpha/Beta/Omega Dynamics', 'Non-Traditional Alpha/Beta/Omega Dynamics', 'Omega Itadori Yuuji', 'Alpha Gojo Satoru', 'Slow Burn', 'Explicit Language', 'Child Fushiguro Megumi', 'Blood and Violence', 'Implied/Referenced Child Abuse', 'Aged-Up Character(s)', 'Implied/Referenced Torture', 'A/B/O world building', 'Non-con Elements (Not between Main Pairing)', 'Sexist Language', 'Angst', 'Minor Character Death', 'Descriptions of Assault', 'Panic Attacks', 'Detailed smut tags found in beginning AN of the chapters that they appear in', 'Boypussy Itadori Yuuji', 'Mildly Dubious Consent', 'Dom/sub Undertones', 'Power Imbalance', 'Drug Use', 'Porn With Plot', 'Pack Dynamics', 'Scenting', 'Mating Cycles/Rut', 'Implied/Referenced Suicide', 'Gratuitous Smut', 'Top Gojo Satoru', 'Bottom Itadori Yuuji', 'Grief/Mourning', 'Character Death', 'Multiple Pov', 'Unreliable Narrator', 'Morally Ambiguous Character'];['\n        English\n      '];['2023-12-12'];['2025-07-26'];['614,670'];['49/?'];['3,185'];['8,683'];['1,478'];['353,697']
['/works/10057010'];['All the Young Dudes'];[['/users/MsKingBean89/pseuds/MsKingBean89']];[['MsKingBean89']];/tags/Harry%20Potter%20-%20J*d*%20K*d*%20Rowling/works;Harry Potter - J. K. Rowling;['Mature'];['No Archive Warnings Apply', 'Major Character Death', 'Graphic Depictions Of Violence'];['M/M'];['Harry Potter - J. K. Rowling'];['Sirius Black/Remus Lupin', 'Sirius Black & Remus Lupin', 'James Potter/Lily Evans Potter'];['Remus Lupin', 'Sirius Black', 'James Potter', 'Lily Evans Potter', 'Peter Pettigrew', 'Severus Snape', 'Minerva McGonagall', 'Bellatrix Black Lestrange', 'Narcissa Black Malfoy', 'Albus Dumbledore', 'Mulciber Sr. (Harry Potter)', 'Horace Slughorn', 'Mary Macdonald', 'Marlene McKinnon', 'Poppy Pomfrey', 'Walburga Black', 'Regulus Black', 'Fenrir Greyback'];"[""Marauders' Era"", 'Marauders', 'Marauders Friendship', 'wolfstar', 'Get Together', 'Slow Burn', 'so slow', ""it's slow"", 'seriously', 'Complete', 'Canon Compliant', 'Angst', 'Fluff', 'Fluff and Angst', 'Requited Love', 'Canonical Character Death', 'First War with Voldemort', 'First Kiss', 'Period Typical Attitudes']";['\n        English\n      '];['2017-03-02'];['2018-11-12'];['526,969'];['188/188'];['46,924'];['295,780'];['52,317'];['19,223,285']
['/works/34500952'];['Draco Malfoy and the Mortifying Ordeal of Being in Love'];[['/users/isthisselfcare/pseuds/isthisselfcare']];[['isthisselfcare']];/tags/Harry%20Potter%20-%20J*d*%20K*d*%20Rowling/works;Harry Potter - J. K. Rowling;['Explicit'];['Graphic Depictions Of Violence'];['F/M'];['Harry Potter - J. K. Rowling'];['Hermione Granger/Draco Malfoy'];['Draco Malfoy', 'Hermione Granger'];"['Healer Hermione Granger', 'Researcher Hermione Granger', 'Auror Draco Malfoy', 'Slow Burn', 'Unresolved Sexual Tension', 'Eventual Smut', 'POV Draco Malfoy', 'Forced Collaboration', 'Romance', 'romcom', 'Action/Adventure', 'EWE', 'HEA', ""reckless overuse of author's favourite tropes"", 'oblivious idiots', 'All aboard the SS Denial', 'late-stage pining', 'what is pining if not denial persevering', 'No first names we die like men', 'do not look too closely at the plot you will only hurt yourself', 'scandalous ankle touching', 'misuse of whirlpool baths', 'graphic depictions of competent women', 'eroticised arithmancy', 'Crookshanks will fight god or become him', 'human on mushroom violence', ""Schrödinger's ethics"", 'Nuns']";['\n        English\n      '];['2021-10-14'];['2022-04-08'];['199,548'];['36/36'];['13,116'];['95,762'];['29,921'];['5,176,110']
['/works/30856244'];"[""Lily's Boy""]";[['/users/SomewheresSword/pseuds/SomewheresSword']];[['SomewheresSword']];/tags/Harry%20Potter%20-%20J*d*%20K*d*%20Rowling/works;Harry Potter - J. K. Rowling;['Explicit'];['Underage Sex'];['F/F', 'F/M', 'M/M'];['Harry Potter - J. K. Rowling'];['Draco Malfoy/Harry Potter', 'Remus Lupin/Severus Snape', 'Neville Longbottom/Ginny Weasley', 'Sirius Black/Charlie Weasley'];['Harry Potter', 'Draco Malfoy', 'Neville Longbottom', 'Remus Lupin', 'Severus Snape', 'Sirius Black', 'Susan Bones'];['AU from PoA', 'Powerful Harry Potter', 'Manipulative Albus Dumbledore', 'Political Harry Potter', 'Not Molly/Ron/Hermione friendly', 'Implied/Referenced Child Abuse', 'Tropes', 'More tags to follow', 'Canonical Character Death', 'Non-Canonical Character Death', 'Semi sentient Hogwarts', 'Nonbinary Character', 'Harry Potter Gets the Love He Deserves'];['\n        English\n      '];['2021-04-23'];['2022-01-14'];['746,386'];['109/109'];['13,337'];['83,045'];['24,206'];['5,001,190']
['/works/30652973'];['The Cadence of Part-time Poets'];[['/users/motswolo/pseuds/motswolo']];[['motswolo']];/tags/Harry%20Potter%20-%20J*d*%20K*d*%20Rowling/works;Harry Potter - J. K. Rowling;['Mature'];['No Archive Warnings Apply'];['M/M'];['Harry Potter - J. K. Rowling'];['Sirius Black/Remus Lupin', 'James Potter/Lily Evans Potter'];['Remus Lupin', 'Sirius Black', 'James Potter', 'Peter Pettigrew', 'Lily Evans Potter', 'Mary Macdonald', 'Marlene McKinnon', 'Minerva McGonagall', 'Lyall Lupin', 'Severus Snape', 'Regulus Black', 'Dorcas Meadowes', 'Original Characters'];['Alternate Universe - Boarding School', 'Alternate Universe - Rock Band', 'Band Fic', 'Marauders Era (Harry Potter)', 'Marauders', 'wolfstar', 'jily', 'POV Remus Lupin', 'Muggle AU', 'Recreational Drug Use', 'Bisexual Remus Lupin', 'Gay Sirius Black', 'Lesbian Marlene McKinnon', 'Hurt/Comfort', 'Angst with a Happy Ending', 'Alternate Universe - Muggle', 'Boarding School', 'Aromantic Mary Macdonald', 'Mental Health Issues', 'Coming of Age', 'Remus has undiagnosed BPD/Bipolar II Disorder', 'And experiences intrusive thoughts', 'But it does not take over the entire fic', 'Slow Burn', 'It’s a slow burn. Slow fucking burn. Please take this to heart I mean it', 'But Remus is taller'];['\n        English\n      '];['2021-04-13'];['2023-02-24'];['979,893'];['108/108'];['13,449'];['50,040'];['14,114'];['4,331,069']
['/works/26523892'];['Measure Of A Man'];[['/users/inadaze22/pseuds/inadaze22']];[['inadaze22']];/tags/Harry%20Potter%20-%20J*d*%20K*d*%20Rowling/works;Harry Potter - J. K. Rowling;['Explicit'];['No Archive Warnings Apply'];['F/M'];['Harry Potter - J. K. Rowling'];['Hermione Granger/Draco Malfoy'];"['Hermione Granger', 'Draco Malfoy', 'Theodore Nott', 'Daphne Greengrass', 'Harry Potter', 'Padma Patil', 'Pansy Parkinson', 'Ginny Weasley', 'Susan Bones', 'Parvati Patil', 'Cho Chang', 'Blaise Zabini', 'Mr Granger (Harry Potter)', 'Mrs Granger (Harry Potter)', 'Ron Weasley', 'Neville Longbottom', 'Narcissa Black Malfoy', ""Cormac McLaggen's Uncle Tiberius"", 'Percy Weasley', 'Scorpius Malfoy', 'Cormac McLaggen', 'Kingsley Shacklebolt', 'Luna Lovegood', 'Dean Thomas', 'Andromeda Black Tonks']";['Post-Hogwarts', 'Harry Potter Epilogue What Epilogue | EWE', 'Romance', 'Slow Burn', 'Angst', 'POV Hermione Granger', 'Healer Hermione Granger', 'Blood and Injury', 'BAMF Hermione Granger', 'Past Hermione Granger/Ron Weasley', 'Gardens & Gardening', 'Grief/Mourning', 'Dementia', 'Slow Romance', 'Dysfunctional Family', 'Cooking', 'Angst and Romance', 'Sexual Tension', 'Unreliable Narrator', 'Emotional Hurt/Comfort', 'Emotional Support Cactus', 'The Ministry of Magic is Corrupt (Harry Potter)', 'Nothing to Something to Everything', 'Angst with a Happy Ending', 'Intimacy', 'Anxiety Attacks', 'Domestic Sexual Tension', 'Terminal Illnesses', 'Implied/Referenced Terrorism', 'Draco Malfoy & Harry Potter Friendship', 'DILF Draco Malfoy', 'Canon-Typical Violence', 'Explicit Sexual Content', 'Emotional Sex', 'Female Friendship', 'Angst and Hurt/Comfort', 'Semi-Public Sex', 'Cottagecore Hermione', 'Widower Draco', 'NSFW Art', 'Unintentional Emotional Neglect', 'Gardener Hermione', 'Auror Draco Malfoy', '...or something like it', 'Slow Build', 'But fast timeline', 'Child Scorpius Malfoy', 'Competent Draco Malfoy'];['\n        English\n      '];['2020-09-18'];['2022-04-22'];['588,656'];['42/42'];['9,239'];['38,008'];['16,700'];['4,106,654']
['/works/4701869'];['Oh God Not Again!'];[['/users/Sarah1281/pseuds/Sarah1281']];[['Sarah1281']];/tags/Harry%20Potter%20-%20J*d*%20K*d*%20Rowling/works;Harry Potter - J. K. Rowling;['General Audiences'];['No Archive Warnings Apply'];['Gen'];['Harry Potter - J. K. Rowling'];['Hermione Granger & Harry Potter & Ron Weasley', 'Draco Malfoy & Harry Potter', 'Neville Longbottom & Harry Potter', 'Sirius Black & Remus Lupin & Harry Potter', 'Luna Lovegood & Harry Potter'];['Harry Potter', 'Sirius Black', 'Hermione Granger', 'Ron Weasley', 'Neville Longbottom', 'Draco Malfoy', 'Severus Snape', 'Remus Lupin', 'Luna Lovegood', 'Cedric Diggory', 'Percy Weasley', 'Dobby (Harry Potter)', 'Fred Weasley', 'George Weasley'];"['Old Fic', 'Humor', 'Time Travel', 'like literally - Freeform', 'originally posted september13 2008 on ff.net', 'story completed as of december 22 2009', 'also I read all comments', 'of course I read all comments', ""They're so gratifying after all this time"", ""It's 2024 and I'm still around"", 'Some people thought I died actually', 'Very Mark Twain of me']";['\n        English\n      '];['2015-09-01'];['2015-09-01'];['151,873'];['50/50'];['8,635'];['79,530'];['20,002'];['3,392,225']
['/works/12006417'];['survival is a talent'];[['/users/ShanaStoryteller/pseuds/ShanaStoryteller']];[['ShanaStoryteller']];/tags/Harry%20Potter%20-%20J*d*%20K*d*%20Rowling/works;Harry Potter - J. K. Rowling;['Teen And Up Audiences'];['Creator Chose Not To Use Archive Warnings'];['Gen', 'M/M'];['Harry Potter - J. K. Rowling'];['Draco Malfoy/Harry Potter'];['Harry Potter', 'Draco Malfoy', 'Ron Weasley', 'Hermione Granger', 'Blaise Zabini', 'Millicent Bulstrode', 'Lucius Malfoy', 'Narcissa Black Malfoy', 'Ginny Weasley', 'Remus Lupin', 'Sirius Black'];"['Soulmate AU', 'Indian Harry Potter', 'Black Hermione Granger', ""canon? i don't know her"", 'Slow Build', 'Lucius Malfoy is a bad person but a good father', 'Parselmouth Harry Potter', 'Smart Draco Malfoy', ""I'm offended that's a tag OF COURSE he's smart"", 'sometimes bad things happen', ""but this fic isn't out to hurt you"", 'Secret Relationship', 'Slytherins and Gryffindors being reluctant friends', 'Plotty', 'suprising lack of focus on soulmates for a soulmate au']";['\n        English\n      '];['2017-09-05'];['2024-09-09'];['530,377'];['34/?'];['15,816'];['67,069'];['19,528'];['3,125,997']
['/works/34577035'];"[""All the Young Dudes - Sirius's Perspective""]";[['/users/Rollercoasterwords/pseuds/Rollercoasterwords']];[['Rollercoasterwords']];/tags/Harry%20Potter%20-%20J*d*%20K*d*%20Rowling/works;Harry Potter - J. K. Rowling;['Mature'];['Graphic Depictions Of Violence', 'Major Character Death', 'No Archive Warnings Apply'];['M/M'];['All the Young Dudes - Fandom', 'Harry Potter - J. K. Rowling'];['Sirius Black/Remus Lupin', 'James Potter/Lily Evans Potter'];"['Sirius Black', 'Remus Lupin', 'James Potter', 'Peter Pettigrew', 'Regulus Black', 'Lily Evans Potter', 'Marlene McKinnon', 'Mary Macdonald', 'Bellatrix Black Lestrange', 'Narcissa Black Malfoy', 'Minerva McGonagall', 'Albus Dumbledore', 'Walburga Black', 'Orion Black', 'Filius Flitwick', 'Severus Snape', 'Horace Slughorn', 'Poppy Pomfrey', 'Frank Longbottom', 'Alice Longbottom', 'Gideon Prewett (Harry Potter)', 'Fabian Prewett', 'Arthur Weasley', 'Caradoc Dearborn', 'Emmeline Vance', 'Dorcas Meadowes', 'Alastor ""Mad-Eye"" Moody', 'Fleamont Potter', 'Euphemia Potter', 'Molly Weasley', 'Harry Potter', 'Ron Weasley', 'Hermione Granger', 'Fred Weasley', 'George Weasley', 'Ginny Weasley', 'Nymphadora Tonks', 'Andromeda Black Tonks']";['Marauders', 'Marauders Era (Harry Potter)', 'Marauders Friendship (Harry Potter)', 'Slow Burn', 'Friends to Lovers', 'fanfic of a fanfic', 'i would die for mskingbean89', 'Inspired by All the Young Dudes - MsKingBean89', 'Angst', 'Fluff', 'Fluff and Angst', 'Requited Love', 'Canon Compliant', 'First Kiss', 'First War with Voldemort', 'Domestic Violence', 'Abuse', 'Mutual Pining', 'Internalized Homophobia', 'wolfstar'];['\n        English\n      '];['2021-10-18'];['2022-04-24'];['628,178'];['188/188'];['13,992'];['45,465'];['7,887'];['3,065,339']
['/works/30170643'];['Choices'];[['/users/MesserMoon/pseuds/MesserMoon']];[['MesserMoon']];/tags/Harry%20Potter%20-%20J*d*%20K*d*%20Rowling/works;Harry Potter - J. K. Rowling;['Explicit'];['Major Character Death'];['F/M', 'M/M', 'F/F'];['Harry Potter - J. K. Rowling'];['Regulus Black/James Potter', 'Sirius Black/Remus Lupin', 'James Potter/Lily Evans Potter'];['James Potter', 'Regulus Black', 'Sirius Black', 'Remus Lupin', 'Lily Evans Potter', 'Peter Pettigrew', 'Fleamont Potter', 'Euphemia Potter', 'Marlene McKinnon', 'Mary Macdonald', 'Frank Longbottom', 'Alice Longbottom', 'Bellatrix Black Lestrange', 'Rodolphus Lestrange', 'Lucius Malfoy', 'Narcissa Black Malfoy'];['Jegulus', 'wolfstar', 'jily', 'Marauders', 'Implied/Referenced Sexual Assault', 'Canon Compliant', 'Mild Sexual Content', 'Canonical Character Death', 'Angst', 'Minor Marlene McKinnon/Dorcas Meadowes', 'Jello-O Shots (this is an integral part of this story)'];['\n        English\n      '];['2021-03-21'];['2022-06-16'];['624,451'];['56/56'];['13,029'];['50,222'];['12,901'];['2,932,064']
['/works/20049589'];['Evitative'];[['/users/Vichan/pseuds/Vichan']];[['Vichan']];/tags/Harry%20Potter%20-%20J*d*%20K*d*%20Rowling/works;Harry Potter - J. K. Rowling;['Teen And Up Audiences'];['No Archive Warnings Apply'];['M/M'];['Harry Potter - J. K. Rowling'];['Draco Malfoy/Harry Potter', 'Hermione Granger & Harry Potter', 'Sirius Black & Harry Potter', 'Pansy Parkinson & Harry Potter', 'Draco Malfoy & Harry Potter', 'Harry Potter & Blaise Zabini'];['Harry Potter', 'Draco Malfoy', 'Hermione Granger', 'Sirius Black', 'Pansy Parkinson', 'Blaise Zabini', 'Theodore Nott', 'Daphne Greengrass'];['Slytherin Harry Potter', 'Dark Arts', 'Hogwarts Fifth Year', 'Dark Harry Potter', 'Slytherins Being Slytherins', 'Alternate Hogwarts House Sorting', 'Re-Sorting', 'Dark Magic', 'Slow Burn', 'Slytherin Pride', 'Protective Slytherins', 'Pureblood Politics (Harry Potter)', 'Bigotry & Prejudice'];['\n        English\n      '];['2019-07-31'];['2020-02-17'];['222,453'];['29/29'];['8,706'];['86,100'];['23,096'];['2,926,332']
['/works/23875939'];['Remain Nameless'];[['/users/HeyJude19/pseuds/HeyJude19']];[['HeyJude19']];/tags/Harry%20Potter%20-%20J*d*%20K*d*%20Rowling/works;Harry Potter - J. K. Rowling;['Explicit'];['No Archive Warnings Apply'];['F/M'];['Harry Potter - J. K. Rowling'];['Hermione Granger/Draco Malfoy', 'Harry Potter/Ginny Weasley', 'Padma Patil/Ron Weasley'];['Theodore Nott', 'Narcissa Black Malfoy', 'Luna Lovegood', 'Original Characters', 'Susan Bones', 'Weasley Family (Harry Potter)', 'Astoria Greengrass', 'Pansy Parkinson', 'Minerva McGonagall', 'Dennis Creevey', 'Parvati Patil'];['Romance', 'Angst', 'Fluff and Angst', 'Post-Hogwarts', 'Harry Potter Epilogue What Epilogue | EWE', 'Slow Burn', 'Friends to Lovers', 'Mutual Pining', 'POV Draco Malfoy', 'POV Hermione Granger', 'Post-Traumatic Stress Disorder - PTSD', 'Past Drug Addiction', 'Healing', 'Sexual Content', 'Explicit Language', 'Cross-Posted on FanFiction.Net', 'Explicit Sexual Content', 'Enthusiastic Consent', 'Slow Romance', 'blueberry scones', 'Suicidal Thoughts', 'Cross-Posted on Wattpad', 'Angst with a Happy Ending', 'HEA'];['\n        English\n      '];['2020-04-27'];['2020-11-24'];['312,286'];['51/51'];['9,700'];['36,015'];['15,274'];['2,806,257']
['/works/32136715'];['Secrets and Masks'];[['/users/Emerald_Slytherin/pseuds/Emerald_Slytherin']];[['Emerald_Slytherin']];/tags/Harry%20Potter%20-%20J*d*%20K*d*%20Rowling/works;Harry Potter - J. K. Rowling;['Explicit'];['Graphic Depictions Of Violence', 'Major Character Death', 'Rape/Non-Con'];;['Harry Potter - J. K. Rowling'];['Hermione Granger/Draco Malfoy', 'Harry Potter/Ginny Weasley'];['Hermione Granger', 'Draco Malfoy', 'Theodore Nott', 'Blaise Zabini', 'Astoria Greengrass', 'Daphne Greengrass', 'Harry Potter', 'Tom Riddle | Voldemort', 'Ron Weasley', 'Ginny Weasley', 'Kingsley Shacklebolt', 'Cormac McLaggen', 'Rubeus Hagrid', 'Dean Thomas', 'Pansy Parkinson', 'Luna Lovegood', 'Rodolphus Lestrange', 'Bellatrix Black Lestrange', 'Lucius Malfoy', 'Narcissa Black Malfoy'];['Violence', 'War', 'Mental Health Issues', 'Suicide', 'Substance Abuse', 'Alcohol Abuse/Alcoholism', 'Post-Traumatic Stress Disorder - PTSD', 'Smut', 'Blood', 'Death', 'Torture', 'Manipulation', 'Psychological Trauma', 'Explicit Language', 'Rough Sex', 'Suicidal Thoughts', 'Violent Thoughts', 'Violent Sex', 'Legilimency (Harry Potter)', 'Occlumency (Harry Potter)', 'Potions', 'Graphic Description', 'Character Death', 'Major Character Injury', 'Rape/Non-con Elements', 'Slavery', 'Blood and Violence'];['\n        English\n      '];['2021-06-23'];['2022-11-12'];['454,495'];['75/75'];['6,218'];['32,971'];['11,505'];['2,798,575']
['/works/17361419'];['The Contract'];[['/users/DebsTheSlytherinSnapeFan/pseuds/DebsTheSlytherinSnapeFan']];[['DebsTheSlytherinSnapeFan']];/tags/Harry%20Potter%20-%20J*d*%20K*d*%20Rowling/works;Harry Potter - J. K. Rowling;['Mature'];['Creator Chose Not To Use Archive Warnings'];['F/M', 'M/M'];['Harry Potter - J. K. Rowling'];['Rabastan Lestrange/Harry Potter', 'Rodolphus Lestrange/Sirius Black', 'past Rodolphus Lestrange/Bellatrix Lestrange', 'Tom Marvolo Riddle|Lord Slytherin/Bill Weasley'];['Rabastan Lestrange', 'Harry Potter', 'Corvus Lestrange', 'Rodolphus Lestrange', 'Tom Riddle | Voldemort', 'Albus Dumbledore', 'Hermione Granger', 'Ronald Weasley', 'Draco Malfoy', 'Blaise Zabini', 'Sirius Black', 'Padma Patil', 'Parvati Patil', 'Severus Snape', 'Filius Flitwick', 'Minerva McGonagall', 'Pomona Sprout', 'Poppy Pomfrey', 'Daphne Greengrass', 'Vincent Crabbe', 'Gregory Goyle', 'Ginny Weasley', 'Bill Weasley', 'Charlie Weasley', 'Fred Weasley', 'George Weasley', 'Percy Weasley'];['carrier harry', 'Mpreg', 'Molestation of a Minor (Ginny)', 'Teenage Death (Ronald Weasley)', 'Worldbuilding', 'Wizarding Politics (Harry Potter)', 'Wizarding Culture (Harry Potter)', 'Wizarding Laws (Harry Potter)', 'Harry changes Wizarding Laws', 'Sane Voldemort (Harry Potter)', 'Mentions of Suicide', 'mentions of suicide chapter 78'];['\n        English\n      '];['2019-01-09'];['2025-09-23'];['890,586'];['150/?'];['16,806'];['33,098'];['7,602'];['2,784,650']
['/works/10672917'];['The Debt of Time'];[['/users/ShayaLonnie/pseuds/ShayaLonnie']];[['ShayaLonnie']];/tags/Harry%20Potter%20-%20J*d*%20K*d*%20Rowling/works;Harry Potter - J. K. Rowling;['Explicit'];['Creator Chose Not To Use Archive Warnings'];['Multi'];['Harry Potter - J. K. Rowling'];['Sirius Black/Hermione Granger', 'Hermione Granger/Remus Lupin', 'Remus Lupin/Nymphadora Tonks', 'Harry Potter/Ginny Weasley', 'James Potter/Lily Evans Potter'];['Hermione Granger', 'Sirius Black', 'Remus Lupin', 'Harry Potter', 'Nymphadora Tonks', 'Draco Malfoy', 'Ron Weasley', 'Ginny Weasley', 'James Potter', 'Lily Evans Potter', 'Dorea Black Potter', 'Charlus Potter', 'Various Characters'];['Alternate Universe - Canon Divergence', 'Alternate Universe - Time Travel', 'Soul Bond', 'Werewolf Mates', 'Violence', 'Explicit Sexual Content', 'Explicit Language', 'Character Death', 'Implied/Referenced Child Abuse', 'Age Difference', 'Do Not Translate', 'DO NOT POST ELSEWHERE'];['\n        English\n      '];['2017-04-19'];['2017-11-25'];['715,940'];['154/154'];['8,201'];['27,713'];['12,655'];['2,739,685']
['/works/31646594'];['Harry Potter and the Lust Genie'];[['/users/PotterSmut12/pseuds/PotterSmut12']];[['PotterSmut12']];/tags/Harry%20Potter%20-%20J*d*%20K*d*%20Rowling/works;Harry Potter - J. K. Rowling;['Explicit'];['Creator Chose Not To Use Archive Warnings'];['F/M'];['Harry Potter - J. K. Rowling', 'Danny Phantom'];['Hermione Granger/Harry Potter', 'Pansy Parkinson/Harry Potter', 'Amelia Bones/Harry Potter', 'Harry Potter/Aurora Sinistra', 'Katie Bell/Harry Potter', 'Daphne Greengrass/Harry Potter', 'Fleur Delacour/Harry Potter', 'Harry Potter/Rita Skeeter', 'Narcissa Black Malfoy/Harry Potter', 'Penelope Clearwater/Harry Potter', 'Apolline Delacour/Harry Potter', 'Apolline Delacour/Fleur Delacour/Harry Potter', 'Luna Lovegood/Harry Potter', 'Harry Potter/Madam Rosmerta', 'Tracey Davis/Harry Potter', 'Tracey Davis/Daphne Greengrass/Harry Potter', 'Harry Potter/Septima Vector', 'Fleur Delacour/Daphne Greengrass/Harry Potter', 'Angelina Johnson/Harry Potter', 'Harry Potter/Alicia Spinnet', 'Katie Bell/Angelina Johnson/Harry Potter/Alicia Spinnet', 'Harry Potter/Nymphadora Tonks', 'Padma Patil/Parvati Patil/Harry Potter', 'Harry Potter/Ginny Weasley', 'Astoria Greengrass/Harry Potter', 'Flora Carrow/Hestia Carrow/Harry Potter', 'Susan Bones/Harry Potter', 'Apolline Delacour/Fleur Delacour/Gabrielle Delacour/Harry Potter', 'Fleur Delacour/Gabrielle Delacour/Harry Potter', 'Harry Potter/Romilda Vane'];['Harry Potter', 'Desiree (Danny Phantom)', 'Hermione Granger', 'Nymphadora Tonks', 'Daphne Greengrass', 'Fleur Delacour'];['Anal Sex', 'Anal', 'Anal Play', 'Oral Sex', 'Rough Sex', 'Vaginal Sex', 'Large Cock', 'Cock Worship', 'Wishes', 'Freeuse', 'Anal Beads', 'Punishment', 'Alternate Universe - Genie/Djinn', 'Large Breasts', 'Butt Plugs', 'Cock Slut', 'Mommy Issues', 'Come Swallowing', 'Come Eating', 'Older Woman/Younger Man', 'Deepthroating', 'Loss of Virginity', 'Fuckbuddies', 'Breast Fucking', 'Teacher-Student Relationship', 'Bathroom Sex', 'Mother-Daughter Relationship', 'Parent/Child Incest', 'Incest', 'Light BDSM', 'Come Inflation', 'Facials', 'MILFs', 'Best Friends', 'Bestiality', 'Orgy', 'Harems'];['\n        English\n      '];['2021-05-31'];['2023-06-26'];['920,288'];['64/64'];['2,597'];['5,792'];['2,080'];['2,318,760']
['/works/11472648'];['The Right Thing To Do'];[['/users/LovesBitca8/pseuds/LovesBitca8']];[['LovesBitca8']];/tags/Harry%20Potter%20-%20J*d*%20K*d*%20Rowling/works;Harry Potter - J. K. Rowling;['Explicit'];['No Archive Warnings Apply'];['F/M'];['Harry Potter - J. K. Rowling'];['Hermione Granger/Draco Malfoy'];['Hermione Granger', 'Draco Malfoy', 'Harry Potter', 'Ginny Weasley', 'Narcissa Black Malfoy', 'Lucius Malfoy', 'Ron Weasley'];['Angst', 'Unrequited', 'Eventual Romance', 'Unresolved Sexual Tension', 'Post-Canon', 'HP: EWE', 'Slow Burn', 'Blackmail', 'Pining', 'Sexual Content', 'brief mentions of sexual slavery', 'Co-workers', 'Idiots in Love', 'secret feelings'];['\n        English\n      '];['2017-07-11'];['2018-04-13'];['174,911'];['36/36'];['6,064'];['41,041'];['13,301'];['2,188,292']
['/works/27964796'];['My Time'];[['/users/DebsTheSlytherinSnapeFan/pseuds/DebsTheSlytherinSnapeFan']];[['DebsTheSlytherinSnapeFan']];/tags/Harry%20Potter%20-%20J*d*%20K*d*%20Rowling/works;Harry Potter - J. K. Rowling;['Teen And Up Audiences'];['No Archive Warnings Apply'];['F/M', 'M/M'];['Harry Potter - J. K. Rowling'];['Orion Black/Harry Potter', 'Melania MacMillian Black/Arcturus Black', 'Hesper Gamp Black/Sirius Black II'];"['Harry Potter', 'Orion Black', 'Arcturus Black', 'Melania Macmillan Black', 'Sirius Black', 'Hesper Black', 'Carina Black', 'Walburga Black', 'Dorea Black Potter', 'Charlus Potter', 'Fleamont Potter', 'Cygnus Black', ""All The Black's"", 'Abraxas Malfoy']";['Mpreg', 'Time Travel'];['\n        English\n      '];['2020-12-08'];['2026-01-14'];['433,316'];['86/?'];['11,404'];['34,064'];['7,784'];['1,861,739']
